Company,TypeName,Inches,touch,Ram (gb),mem ssd gb,mem flash gb,mem HDD gb,OpSys,Weight (kg),Price_euros (Output)
15,5,11.6,0,4,0,16,0,7,1.15,269
5,0,13.3,0,8,256,0,0,2,1.4,1010
5,0,14,0,4,128,0,0,2,1.7,599
5,4,15.6,0,16,512,0,0,2,2.3,2445
5,0,15.6,0,16,512,0,0,2,2.5,2449
3,2,17.3,0,8,256,0,1024,2,3.2,1695
1,0,15.6,0,4,0,0,500,2,2.1,347
16,1,12.3,1,16,512,0,0,7,1.1,2199
5,1,14,0,24,512,0,0,2,1.32,2382
3,0,15.6,0,4,256,0,0,4,2,559
5,0,17.3,0,8,0,0,1024,2,2.8,519
4,0,15.6,0,4,256,0,0,2,2.2,749
5,1,12.5,0,8,256,0,0,2,1.36,1429
5,0,15.6,0,4,128,0,0,2,2.2,349
1,2,15.6,0,8,128,0,1024,2,2.2,1099
4,0,14,0,8,256,0,0,2,1.64,1179
2,0,15.6,0,4,0,0,500,4,2.4,441.8
4,4,15.6,0,8,0,64,1024,2,2.23,1993
7,2,15.6,0,8,256,0,0,2,2.2,1027.74
8,1,13.5,1,16,512,0,0,6,1.25,2589
1,0,15.6,0,8,128,0,0,2,1.91,589
4,4,15.6,0,16,256,0,0,2,2.17,1975
1,4,15.6,0,8,512,0,0,2,2.31,1534
5,0,14,0,8,256,0,0,2,1.65,1345
4,0,15.6,0,8,128,0,1024,2,2.36,979
4,3,11.6,1,4,0,0,500,2,1.47,479
4,0,17.3,0,8,0,0,1024,2,4.42,2046
8,1,13.5,1,4,128,0,0,6,1.252,989
8,1,13.5,1,8,256,0,0,6,1.25,1799
1,0,17.3,0,8,256,0,0,2,2.5,639.9
2,0,15.6,0,4,0,0,1024,2,2.23,544
2,5,11.6,0,4,128,0,0,2,1.4,435
3,0,15.6,0,8,0,0,1024,2,2.37,749
5,0,14,0,8,512,0,0,1,1.5,799
5,0,15.6,0,8,256,0,0,2,2.67,2090
3,0,15.6,0,4,0,0,500,2,2,304
2,0,15.6,0,4,0,0,500,2,2.2,469
4,0,15.6,0,8,0,0,2048,2,2.02,759
1,2,17.3,0,12,0,0,1024,2,3.78,1699
5,1,14,0,12,256,0,0,2,1.4,1858
1,3,13.3,1,8,512,0,0,2,1.29,1999
1,0,15.6,0,8,0,0,500,2,1.9,1154
16,1,12.3,1,8,128,0,0,7,1.1,1275
4,1,13.3,1,8,256,0,0,2,1.42,1841.85
3,0,15.6,0,12,128,0,1024,2,2.06,1299
4,0,14,0,8,128,0,0,2,1.79,740
4,4,15.6,0,8,256,0,0,2,1.78,2408
5,0,14,0,8,180,0,0,2,1.7,1364
4,0,15.6,0,8,0,0,1024,2,2.2,675
9,0,13.3,0,8,256,0,0,2,1.05,1672
4,0,15.6,0,8,512,0,0,2,2.16,1262
4,0,15.6,0,4,0,0,1024,2,2.18,586.6
1,0,13.3,0,4,128,0,0,2,1.49,726
6,0,15.6,0,4,0,64,0,2,1.89,248.9
5,0,15.6,0,4,128,0,0,2,2.3,565
5,0,14,0,8,256,0,0,2,1.75,1049
4,4,15.6,0,16,512,0,0,2,2.17,2338
4,0,15.6,0,16,512,0,0,2,2.06,1899
5,1,12.5,0,16,512,0,0,2,1.36,1798
3,1,12.5,0,16,512,0,0,2,0.91,1950
5,0,15.6,0,8,256,0,0,2,2.3,1011.99
9,1,13.3,1,32,512,0,0,2,1.05,2799
3,2,15.6,0,8,128,0,1024,2,1.99,1350
2,0,15.6,0,8,0,0,1024,2,2.2,579
3,2,17.3,1,24,256,0,1024,2,4.33,1269
5,1,12.5,0,8,180,0,0,2,1.3,1099
5,0,15.6,0,8,256,0,0,2,2.17,898.9
1,0,14,0,8,1024,0,0,2,1.48,1749
5,0,13.3,0,8,256,0,0,2,1.4,949
5,0,15.6,0,8,256,0,0,2,2.3,911
3,5,11.6,0,4,0,64,0,6,1.2,340
1,0,15.6,0,8,256,0,0,2,1.91,618.99
5,3,13.9,1,8,256,0,0,2,1.4,1599
5,0,14,0,4,0,0,500,2,2.1,299
5,5,11.6,0,4,16,0,0,7,1.25,265
5,0,13.3,0,8,256,0,0,2,1.44,949
3,0,15.6,0,8,256,0,1024,2,2,1224
2,0,15.6,0,4,0,0,1024,2,2.2,613
1,1,13.3,0,8,512,0,0,2,1.34,1323
5,2,15.6,0,8,256,0,1024,1,2.4,1149
4,1,13.3,1,8,128,0,0,2,1.29,899
2,0,15.6,0,4,0,0,500,2,2.2,639
4,0,15.6,0,8,0,0,1024,2,2.18,836
4,0,15.6,0,16,256,0,2048,2,2.2,1219.24
11,0,15.6,0,16,256,0,0,1,1.95,1399.95
3,5,11.6,0,2,0,32,0,2,1.1,245
1,0,15.6,1,4,0,0,1024,2,2.04,521.47
3,2,15.6,0,24,512,0,0,2,2.24,2968
1,0,15.6,0,8,256,0,0,2,2.04,889
3,2,17.3,0,16,256,0,1024,2,3,1504
5,2,15.6,0,8,256,0,1024,2,3.2,1399
1,1,13.3,0,8,256,0,0,2,1.32,1399
4,0,14,0,8,256,0,0,2,1.64,1279.73
1,0,15.6,0,4,128,0,0,2,1.63,689
4,0,17.3,0,8,128,0,1024,4,2.8,889
5,0,14,0,8,256,0,0,8,2.02,1340
5,0,15.6,0,4,0,0,1024,2,2.2,799
5,0,15.6,0,8,0,0,2048,1,2.2,459
4,0,15.6,0,4,0,0,500,2,2.3,585
4,0,15.6,0,8,256,0,0,2,1.9,1377
4,2,17.3,0,16,128,0,1024,2,4.42,3012.77
9,0,15.6,0,8,0,0,500,2,2,860
3,0,15.6,0,8,256,0,1024,2,2,1299
14,0,13.3,0,4,32,0,0,2,1.2,369
3,2,15.6,0,8,128,0,1024,2,2.3,1649
4,0,15.6,0,8,256,0,0,2,1.93,1369
4,0,15.6,0,8,256,0,0,2,2.2,797.41
1,0,15.6,0,4,256,0,0,2,1.86,398.99
1,2,17.3,0,12,0,0,1024,2,2.62,1799
5,0,14,0,8,256,0,0,2,1.87,859
4,1,13.3,1,8,256,0,0,2,1.2,1399
4,0,14,0,4,128,0,0,2,1.6,735.87
1,1,13.3,0,8,256,0,0,2,1.34,1145
2,2,15.6,0,8,0,0,1024,4,2.4,798
3,0,15.6,0,4,0,0,500,2,2,349
1,0,15.6,0,4,128,0,0,2,2.1,705.5
5,0,14,0,4,0,0,500,2,1.87,785
5,0,15.6,0,4,0,0,1024,1,2.15,462.35
1,0,15.6,0,4,0,0,500,2,1.86,397
5,0,15.6,0,8,512,0,0,2,1.99,1729
5,0,15.6,0,4,128,0,0,2,2.2,499
4,0,15.6,0,8,256,0,0,2,1.9,1116.99
4,2,17.3,0,16,256,0,1024,2,4.42,2699
1,0,17.3,0,8,0,0,1024,2,2.65,544.15
1,0,17.3,0,8,0,0,1024,2,2.63,1280
3,0,15.6,0,4,0,0,500,4,2,224
14,0,13.3,0,4,0,32,0,2,1.35,255
5,0,17.3,0,6,128,0,1024,2,2.8,949
1,0,15.6,0,6,128,0,0,2,1.91,568.9
4,0,15.6,0,4,0,0,1024,2,2.18,617.9
2,3,11.6,1,4,0,32,0,2,1.25,349
5,0,15.6,0,4,128,0,0,2,2.05,630
1,1,13.3,1,16,512,0,0,2,1.16,1965
5,0,17.3,0,8,256,0,0,2,3.4,2999
3,0,15.6,0,8,128,0,1024,2,2.5,839
4,1,13.3,1,8,128,0,0,2,1.21,1599
4,0,15.6,0,4,0,0,500,2,1.93,959
17,0,15.6,0,8,0,0,1024,2,2.2,739
5,0,15.6,0,4,0,0,500,2,2.2,344
5,0,14,0,4,0,0,500,2,2.02,990
1,4,17.3,0,8,0,0,500,2,3.14,1860.99
1,0,14,0,8,0,0,2048,2,1.94,389
1,0,15.6,0,6,256,0,0,2,1.95,649
5,0,15.6,0,8,256,0,0,2,2.3,830
5,0,15.6,0,4,0,0,500,2,2.05,685
14,0,14,0,4,32,0,0,2,1.4,249
9,1,14,1,16,512,0,0,2,1.24,1865
5,2,17.3,0,32,256,0,1024,2,4.6,2663
7,2,17.3,0,16,512,0,1024,2,4.14,2729
4,0,15.6,0,8,256,0,0,4,2.2,749.01
14,0,14,0,4,32,0,0,2,1.45,389
4,0,15.6,0,8,0,0,500,2,1.9,1008.52
1,0,13.3,0,4,128,0,0,2,1.49,719
4,0,15.6,0,16,256,0,0,2,1.93,1537.39
4,5,11.6,0,4,0,16,0,7,1.26,295
7,2,17.3,0,16,128,0,1024,2,4.5,2349
1,2,17.3,0,16,256,0,1024,2,3.78,1498
5,1,14,0,12,256,0,0,2,1.4,1673
5,0,15.6,1,12,0,0,1024,2,2.2,609
3,2,17.3,0,8,128,0,1024,2,2.73,1770
3,3,15.6,1,8,0,0,1024,2,2.2,739
5,0,15.6,0,12,512,0,0,2,2.2,949
4,3,11.6,1,4,128,0,0,2,1.39,603
15,0,15.6,0,16,128,0,1024,2,2.5,1699
5,0,17.3,0,4,0,0,500,1,2.8,529
5,0,15.6,0,8,0,0,1024,2,2.29,459
5,3,13.3,1,8,512,0,0,2,1.37,2025
5,0,14,0,8,256,0,0,2,1.7,1474
4,3,12.5,1,8,256,0,0,2,1.34,1670
4,4,15.6,1,8,256,0,0,2,2.06,1763
1,0,15.6,0,8,256,0,0,2,1.84,1219
1,0,15.6,0,4,0,0,500,2,2.1,668.48
2,0,14,0,4,0,32,0,2,1.6,329
7,2,17.3,0,16,128,0,1024,2,4.14,2199
4,0,15.6,0,4,0,0,1024,4,2.18,465
7,2,15.6,0,16,256,0,2048,2,1.8,2299
9,0,15.6,0,8,256,0,0,2,2.2,1399
5,0,15.6,0,6,0,0,1024,2,2.4,564
5,3,15.6,1,8,256,0,0,2,2,1299
2,0,14,0,4,0,128,0,2,1.6,349
5,0,15.6,0,32,1024,0,0,2,2.5,4899
4,2,15.6,0,16,0,0,1024,2,2.59,879.01
4,0,15.6,0,4,0,0,1024,4,2.18,443.9
4,0,15.6,0,4,0,0,1024,4,2.25,359
4,0,15.6,0,4,0,0,500,4,1.93,869
3,2,17.3,0,8,128,0,1024,2,3,1168
4,0,15.6,0,4,128,0,0,4,2.18,569
1,1,15.6,0,8,512,0,0,2,1.84,1389
7,2,15.6,0,16,256,0,1024,2,2.94,2267.86
2,3,11.6,1,4,0,32,0,7,1.25,379
1,0,14,0,8,256,0,0,2,2.31,1124
5,0,14,0,8,256,0,0,8,1.65,1465
4,0,15.6,0,4,0,0,1024,2,2.2,776
17,0,15.6,0,8,256,0,0,2,2.2,799
1,0,15.6,0,4,0,0,500,8,1.88,932
5,0,15.6,0,8,0,0,1024,2,2.2,899
14,0,14,0,2,0,32,0,2,1.4,239
5,0,15.6,0,4,128,0,0,1,2.2,468
3,3,13.3,1,6,0,0,1024,2,1.5,639.01
4,0,15.6,0,8,256,0,0,2,2,1820
3,1,14,0,16,512,0,0,2,1.1,1900
4,2,15.6,0,16,256,0,1024,2,2.62,1479
5,0,15.6,0,4,256,0,0,2,1.8,829
5,0,15.6,0,4,0,0,1024,2,2.2,579
3,0,15.6,0,8,0,0,1024,2,2,399
3,0,15.6,0,8,0,0,1024,2,1.99,906.62
4,1,13.3,1,8,256,0,0,2,1.23,1869
5,0,14,0,2,0,32,0,2,1.42,249
5,3,13.3,1,8,256,0,0,2,1.37,1757.42
4,0,15.6,1,16,1024,0,0,2,2.06,2399
5,2,15.6,0,8,128,0,1024,2,2.5,1109
1,0,17,0,8,0,0,1024,2,2.6,520.9
5,1,14,0,16,512,0,0,2,1.14,2450
3,2,15.6,0,8,0,0,1024,1,2.5,1169
2,0,15.6,0,4,0,0,500,2,2.4,450
5,0,14,0,4,0,32,0,2,1.43,274
2,1,14,0,8,256,0,0,2,1.8,919
13,2,14,0,16,256,0,0,2,1.95,2599
9,0,13.3,0,8,256,0,0,2,1.2,1213
5,1,12.5,0,8,256,0,0,2,1.36,1584
3,2,17.3,0,32,512,0,0,2,3.8,2799
2,2,15.6,0,8,0,0,1024,4,2.4,709
4,1,13.3,0,8,256,0,0,2,1.2,1449.9
7,2,15.6,0,8,128,0,1024,2,2.2,1191.8
1,0,15.6,0,4,0,0,500,1,1.86,364.9
9,0,15.6,0,8,0,0,500,2,2,1064
4,0,15.6,0,8,256,0,0,2,2.2,919
4,0,15.6,0,16,256,0,2048,2,2.2,1135
5,2,15.6,0,8,128,0,1024,2,3.31,1196
4,2,17.3,0,32,512,0,1024,2,4.42,3147.37
4,0,14,0,8,256,0,0,2,1.56,1229
5,0,15.6,0,4,0,0,500,2,2.2,419
5,0,15.6,0,4,0,0,500,2,2.2,535
1,0,15.6,0,6,0,0,1024,2,2.04,539
7,2,17.3,0,8,128,0,1024,2,2.7,1486.77
9,0,15.6,0,4,128,0,0,2,2.1,498
4,0,15.6,0,8,0,0,1024,2,2.06,955
1,0,15.6,0,8,0,0,1024,2,2.1,745
9,0,15.6,0,8,256,0,0,2,2,1258
2,0,15.6,0,4,128,0,0,4,2.1,412
8,1,13.5,1,8,256,0,0,6,1.252,1867.85
5,0,15.6,0,8,128,0,1024,2,1.9,817.95
5,3,13.3,1,8,256,0,0,2,1.3,1034
5,0,15.6,0,4,128,0,0,2,2.2,349
1,3,14,1,4,128,0,0,2,1.63,699
7,2,15.6,0,16,256,0,1024,2,2.4,1294
3,1,14,0,8,256,0,0,2,1.1,1135
1,3,11.6,1,8,0,64,0,7,1.4,495
18,1,15.6,0,8,512,0,0,2,1.09,2299
2,2,15.6,0,16,256,0,0,2,2.5,1299
7,2,15.6,0,8,256,0,0,2,2.2,997.9
3,0,15.6,0,4,128,0,0,2,1.86,419
4,2,15.6,0,16,128,0,1024,2,3.21,2051
1,0,17.3,0,4,256,0,0,2,2.5,699
5,3,13.3,1,8,512,0,0,2,1.19,1499
4,2,15.6,0,16,256,0,1024,2,3.49,2813.75
1,0,15.6,0,4,0,0,500,2,1.86,612.61
4,0,15.6,0,4,0,0,1024,2,2.2,545.67
1,0,17.3,0,6,0,0,2048,2,2.65,569
5,0,15.6,0,4,0,0,500,2,2.1,318
2,0,14,0,4,0,32,0,7,1.45,375
5,0,14,0,4,256,0,0,2,1.7,699
1,4,17.3,0,8,0,0,500,2,3.14,1907.99
5,3,14,1,8,256,0,0,2,1.42,2590
9,0,13.3,0,8,256,0,0,2,1.5,973
2,5,11.6,0,4,0,32,0,2,1.4,269
5,3,14,1,16,512,0,0,2,1.38,1749
3,3,12.5,1,4,0,64,0,7,1.2,669
9,1,13.3,1,16,512,0,0,2,1.36,1877
1,0,15.6,0,4,0,0,500,2,2.1,689
4,2,15.6,0,8,0,0,1024,2,2.56,819
5,0,15.6,0,4,256,0,0,2,2.2,399
5,0,15.6,0,8,0,0,1024,2,2.2,429
5,0,15.6,0,4,0,0,1024,2,2.1,621.45
5,0,15.6,0,4,0,0,500,1,1.9,450
4,0,15.6,0,8,256,0,0,2,2.18,795
2,3,13.3,1,8,256,0,0,2,1.6,999
5,4,15.6,0,16,512,0,0,8,2.18,1855
5,0,14,0,8,256,0,0,2,1.8,1191
1,0,17.3,0,6,0,0,2048,2,2.71,655.01
5,2,15.6,0,8,128,0,1024,2,2.5,1249
4,0,14,0,8,256,0,0,4,1.64,1089
4,0,15.6,0,8,0,0,1024,4,1.98,726
3,0,14,0,4,0,32,0,2,1.5,298
4,0,15.6,0,16,512,0,0,2,1.93,1426.66
5,0,14,0,8,256,0,0,2,1.87,857.07
4,0,15.6,0,8,256,0,0,2,1.9,1179
5,0,15.6,0,4,0,0,500,2,2.19,298
14,0,14,0,4,0,0,32,2,1.4,265
1,0,17.3,0,8,256,0,0,2,2.63,1200
5,1,14,0,8,512,0,0,2,1.17,1686.64
1,3,13.3,1,8,256,0,0,2,1.58,836.6
5,1,14,0,8,256,0,0,2,1.32,1499
4,2,17.3,0,32,1024,0,1024,2,4.36,3659.4
7,2,17.3,0,8,128,0,1024,2,2.7,1348.48
5,0,15.6,0,4,0,0,1024,1,1.9,489.9
4,0,15.6,0,8,128,0,1024,2,2.2,719
4,3,13.3,1,4,0,0,1024,2,1.71,649
4,0,15.6,0,8,0,0,1024,4,2.32,589.52
1,0,15.6,0,4,0,0,1024,2,2.1,489
2,2,17.3,0,16,128,0,1024,2,4.2,1935
4,0,15.6,0,12,0,0,1024,2,2.25,649
1,0,15.6,0,6,128,0,1024,2,2.1,650
2,0,15.6,0,4,0,0,500,2,2.4,559
5,0,13.3,0,8,256,0,0,2,1.44,960
5,0,15.6,0,4,0,0,1024,2,1.85,779
1,4,15.6,0,16,256,0,0,2,2.6,2419
4,3,13.3,1,8,0,0,1024,2,1.55,659
7,2,15.6,0,16,256,0,1024,2,1.8,2094.48
2,0,15.6,0,4,0,0,500,2,2.4,410.8
4,0,15.6,0,8,128,0,1024,2,2,1207
4,0,15.6,0,8,256,0,0,2,2,665
9,0,14,1,8,256,0,0,2,1.25,1535
5,3,14,1,8,256,0,0,2,1.7,999
5,4,15.6,0,16,1024,0,0,2,2.5,3299
2,0,14,0,2,0,32,0,7,1.68,330
15,1,13.3,0,16,256,0,0,2,0.81,1649
1,0,15.6,0,8,256,0,0,2,1.86,539
4,0,14,0,8,256,0,0,2,1.6,1126.71
1,4,17.3,0,16,256,0,0,8,3,4389
5,5,11.6,1,4,128,0,0,2,1.4,475
1,0,15.6,0,8,256,0,0,2,1.84,1900
3,0,15.6,0,4,0,0,1024,1,2.45,579
5,1,14,0,4,180,0,0,2,1.7,1096
3,0,15.6,0,4,256,0,0,2,2.37,849.9
5,3,13.3,1,8,256,0,0,2,1.3,1199
1,0,15.6,0,8,128,0,1024,2,2.2,1099
1,4,15.6,0,8,256,0,0,8,2.59,1561
4,2,15.6,0,16,256,0,1024,2,4.42,2868.99
2,0,15.6,0,4,256,0,0,2,2.1,599
5,2,15.6,0,8,128,0,1024,2,2.5,1048
4,1,12.5,0,16,256,0,0,2,1.18,1859
16,1,12.3,1,8,256,0,0,7,1.1,1559
3,1,13.3,0,8,256,0,0,2,1.2,1129
4,0,13.3,0,4,0,0,500,2,1.65,849
2,0,13.3,0,4,128,0,0,2,1.6,655
3,0,17.3,0,4,0,0,1024,2,2.8,470.34
4,2,15.6,1,16,128,0,1024,2,2.72,1099
15,1,13.3,1,8,256,0,0,2,1.31,1599
2,0,15.6,0,4,0,0,1024,4,2.1,298
4,0,15.6,0,16,256,0,0,2,2.3,1181.27
15,3,15,1,16,256,0,0,2,1.71,1799
9,0,14,0,4,128,0,0,2,1.75,1020
4,2,15.6,0,8,0,0,1024,2,2.62,1099
1,1,12.5,0,4,256,0,0,2,1.26,1244
3,3,15.6,1,12,0,0,2048,2,2.3,839
5,0,15.6,0,16,512,0,0,8,2.5,2370
2,0,14,0,4,128,0,0,2,1.8,636
13,2,14,0,16,512,0,0,2,1.95,2899
3,0,15.6,0,8,128,0,0,2,2,581.9
4,2,17.3,0,32,1024,0,1024,2,4.42,3588.8
3,2,17.3,0,16,256,0,1024,2,4.3,2350
9,1,14,0,16,512,0,0,2,1.47,1764
5,0,15.6,0,8,0,0,1024,1,2.2,329
5,1,14,0,16,512,0,0,2,1.7,2299
7,2,14,0,16,256,0,1024,2,1.6,1891
7,2,15.6,0,8,128,0,1024,2,2.2,1089
5,2,15.6,0,4,0,0,1024,2,2.4,999
2,2,17.3,0,16,256,0,1024,2,4.2,2299
4,2,15.6,0,8,256,0,0,2,2.62,985
3,2,15.6,0,8,128,0,1024,2,2.24,1339
12,0,14,0,4,0,32,0,2,1.22,202.9
5,3,13.3,1,8,512,0,0,2,1.37,1970
5,3,15.6,1,8,256,0,0,2,2.08,959
0,1,12,0,8,0,512,0,3,0.92,1165
5,3,14,1,8,256,0,0,2,1.42,2330
3,0,14,0,4,0,32,0,2,1.63,299
4,0,15.6,0,8,128,0,0,2,1.95,810
5,3,13.9,1,8,256,0,0,2,1.38,1349
4,0,15.6,0,8,256,0,0,2,2,739
1,4,15.6,0,8,256,0,0,2,3.14,2064.9
3,0,15.6,0,8,256,0,0,2,2.37,1099
4,1,13.3,0,8,256,0,0,2,1.29,1499
4,0,15.6,1,8,256,0,0,2,2.06,1749
4,5,11.6,0,4,128,0,0,2,1.63,744
1,5,12.5,0,8,256,0,0,2,1.26,1389
9,0,15.6,0,4,0,0,500,2,2.1,780
1,0,15.6,0,8,0,0,2048,2,2.04,629
4,2,15.6,0,16,512,0,0,2,2.62,1679
5,0,15.6,0,4,0,0,1024,2,2.4,609
1,2,17.3,0,12,0,0,1024,2,3.74,1749
7,2,17.3,0,16,512,0,1024,2,2.9,2415
15,1,13.3,0,8,256,0,0,2,0.81,1499
4,0,15.6,0,8,0,0,1024,2,1.98,961
4,0,15.6,0,8,256,0,0,2,2.18,789.81
5,1,14,0,8,256,0,0,2,1.32,1859
13,1,12.5,1,16,512,0,0,2,1.29,1799
1,5,11.6,0,4,0,16,0,7,1.23,385
4,2,17.3,0,16,128,0,1024,2,4.36,2505.02
4,0,14,0,4,0,0,500,2,1.76,755
5,0,15.6,0,4,0,0,500,2,2.1,489.9
9,1,14,0,4,128,0,0,2,1.25,1090
5,1,14,0,8,512,0,0,2,1.13,2499
7,2,15.6,0,8,256,0,0,2,2.4,1199
5,1,14,0,8,0,256,0,2,1.13,1875
9,0,14,0,4,128,0,0,2,1.75,499
3,3,13.3,1,8,256,0,0,2,1.1,1358
4,0,14,0,4,0,0,500,2,1.76,585
2,5,11.6,0,4,0,32,0,7,1.35,355
2,0,14,0,8,128,0,0,2,1.5,619
13,2,17.3,1,32,512,0,0,2,3.49,5499
5,1,14,0,16,512,0,0,2,1.1,2099
3,0,15.6,0,4,0,0,1024,4,2.1,519
5,0,14,0,8,256,0,0,2,1.7,1186
5,0,14,0,8,256,0,0,2,1.32,1650
4,2,15.6,0,16,256,0,1024,2,3.21,2774.63
3,2,17.3,0,16,256,0,1024,2,2.9,2419
9,0,15.6,0,4,0,0,500,2,2,669
5,0,14,0,4,0,16,0,7,1.5,325
3,0,15.6,0,8,0,0,128,2,2.3,590
3,2,17.3,0,16,512,0,1024,2,2.73,1799
4,2,17.3,0,32,512,0,1024,2,4.42,3072.89
1,0,17.3,0,8,0,0,1024,2,2.63,910
4,0,15.6,0,8,128,0,0,2,2.18,713.99
1,1,14,0,8,512,0,0,8,1.54,1870
4,0,15.6,0,4,256,0,0,2,2.18,739
1,3,11.6,1,4,0,32,0,7,1.4,615
3,1,13.3,0,8,512,0,0,2,1.45,1026
1,3,13.3,1,8,256,0,0,2,1.28,2277
1,1,14,0,8,512,0,0,2,1.54,1468
1,0,15.6,0,4,128,0,0,1,1.86,299
3,2,15.6,0,16,128,0,1024,2,2.1,1899
4,0,17.3,0,8,0,0,1024,4,2.83,865
5,1,14,0,8,256,0,0,2,1.96,1903
3,0,15.6,0,8,256,0,0,2,2.3,787
4,0,15.6,0,8,128,0,0,2,1.9,945
3,0,15.6,0,4,0,0,1024,2,2,449
1,3,13.3,1,8,256,0,0,2,1.28,2559
4,0,13.3,1,8,0,0,1024,2,1.62,649
5,0,15.6,0,4,0,0,1024,1,2.2,469
5,0,15.6,0,8,0,0,1024,2,2.3,850.66
1,0,15.6,0,8,256,0,0,2,1.84,1349
